Longitude	Latitude	Time_stamp	Elevation	HCP1	HCP2	PRP1	PRP2	TWI	NDVI	Elevation_R
-80.294602	43.641634	27263	337.81	11.56	11.06	6.18	7.74	5.47	0.64	0.26
-80.294594	43.641659	27264	337.69	11.59	11.12	6.14	7.76	5.57	0.64	0.14
-80.294568	43.641675	27265	337.69	11.8	11.26	6.24	7.97	5.58	0.64	0.14
-80.294535	43.641678	27266	337.74	12.11	11.65	6.38	8.25	5.52	0.63	0.19
-80.294505	43.641666	27267	337.83	12.46	12	6.51	8.47	5.4	0.63	0.28
-80.294487	43.641646	27268	337.96	12.4	11.77	6.57	8.38	5.22	0.63	0.41
-80.294412	43.641635	27404	338.27	12.55	11.91	6.77	8.56	4.95	0.65	0.72
-80.294453	43.641651	27405	338.02	12.51	11.89	6.66	8.5	5.17	0.64	0.47
-80.294492	43.641664	27406	337.89	12.49	12.01	6.55	8.5	5.35	0.63	0.34
-80.294518	43.641684	27407	337.77	12.26	11.86	6.45	8.38	5.51	0.63	0.22
-80.294521	43.641711	27408	337.68	12.1	11.61	6.47	8.37	5.62	0.63	0.13
-80.294501	43.641734	27409	337.65	12.18	11.66	6.62	8.59	5.66	0.63	0.1
-80.294465	43.641744	27410	337.66	12.4	12	6.78	8.88	5.63	0.63	0.11
-80.294426	43.641736	27411	337.75	12.53	12.19	6.84	8.95	5.53	0.64	0.2
-80.294395	43.641714	27412	337.85	12.58	12.2	6.86	8.82	5.36	0.64	0.3
-80.294374	43.641685	27413	338.1	12.63	12.18	6.88	8.72	5.14	0.65	0.55
-80.29435	43.641656	27414	338.36	12.75	12.38	7	8.89	4.89	0.66	0.81
-80.294265	43.641654	27538	338.71	13.26	13.06	7.46	9.61	4.66	0.67	1.16
-80.294303	43.641681	27539	338.37	13.06	12.74	7.27	9.33	4.93	0.66	0.82
-80.294333	43.641706	27540	338.08	12.84	12.4	7.11	9.05	5.17	0.66	0.53
-80.294367	43.641721	27541	337.89	12.69	12.27	6.98	8.93	5.33	0.65	0.34
-80.294403	43.641732	27542	337.82	12.59	12.23	6.89	8.95	5.47	0.64	0.27
-80.294425	43.641752	27543	337.71	12.59	12.23	6.91	9.08	5.6	0.64	0.16
-80.294427	43.641779	27544	337.61	12.72	12.28	7.05	9.24	5.71	0.64	0.06
-80.294408	43.6418	27545	337.61	12.98	12.41	7.27	9.45	5.81	0.64	0.06
-80.294375	43.641808	27546	337.61	13.32	12.67	7.47	9.68	5.88	0.63	0.06
-80.294341	43.641801	27547	337.65	13.42	12.83	7.51	9.8	5.87	0.63	0.1
-80.294318	43.641781	27548	337.77	13.3	12.8	7.44	9.7	5.64	0.64	0.22
-80.294301	43.641757	27549	337.86	13.2	12.73	7.4	9.59	5.47	0.64	0.31
-80.294281	43.641733	27550	338.03	13.32	12.89	7.45	9.65	5.28	0.65	0.48
-80.294255	43.641711	27551	338.28	13.59	13.29	7.59	9.88	5.09	0.66	0.73
-80.294221	43.641691	27552	338.53	13.91	13.7	7.79	10.17	4.9	0.66	0.98
-80.294188	43.64167	27553	338.77	14.03	13.8	7.94	10.32	4.71	0.66	1.22
-80.294155	43.641646	27554	339.05	13.99	13.58	8.03	10.35	4.49	0.65	1.5
-80.294091	43.641642	27672	339.28	14.02	13.44	8.29	10.56	4.43	0.63	1.73
-80.294129	43.641678	27673	338.89	14.26	14.01	8.23	10.65	4.73	0.64	1.34
-80.294166	43.641709	27674	338.56	14.14	14.11	8.02	10.45	5	0.64	1.01
-80.294204	43.641737	27675	338.26	13.81	13.8	7.8	10.17	5.24	0.65	0.71
-80.294243	43.641761	27676	337.98	13.45	13.24	7.63	9.92	5.44	0.64	0.43
-80.294287	43.641769	27677	337.87	13.31	12.89	7.5	9.75	5.54	0.64	0.32
-80.294326	43.641771	27678	337.76	13.19	12.67	7.36	9.56	5.59	0.64	0.21
-80.294357	43.641787	27679	337.68	13.19	12.68	7.35	9.59	5.71	0.64	0.13
-80.294368	43.641813	27680	337.59	13.4	12.72	7.53	9.76	5.94	0.63	0.04
-80.294355	43.641838	27681	337.59	13.51	12.87	7.72	9.98	6.49	0.63	0.04
-80.294323	43.641851	27682	337.6	13.62	13.02	7.83	10.09	6.72	0.63	0.05
-80.294288	43.641848	27683	337.66	13.63	13.01	7.85	10.09	6.69	0.62	0.11
-80.294263	43.641831	27684	337.72	13.57	12.98	7.82	10.03	6.41	0.62	0.17
-80.294256	43.641806	27685	337.77	13.44	13.01	7.72	9.94	6	0.63	0.22
-80.294272	43.641782	27686	337.82	13.36	13	7.58	9.84	5.61	0.64	0.27
-80.294306	43.641769	27687	337.8	13.25	12.78	7.43	9.65	5.55	0.64	0.25
-80.294344	43.641769	27688	337.73	13.09	12.57	7.28	9.46	5.59	0.64	0.18
-80.294382	43.641768	27689	337.7	12.89	12.43	7.14	9.3	5.62	0.64	0.15
-80.294416	43.641757	27690	337.69	12.65	12.29	6.95	9.15	5.61	0.64	0.14
-80.294447	43.641735	27691	337.72	12.45	12.11	6.78	8.89	5.56	0.63	0.17
-80.294477	43.641709	27692	337.77	12.34	12.02	6.62	8.64	5.53	0.63	0.22
-80.29451	43.641678	27693	337.79	12.36	11.95	6.49	8.44	5.46	0.63	0.24
-80.294548	43.641647	27694	337.84	11.95	11.48	6.34	8.07	5.39	0.63	0.29
-80.294425	43.641667	27810	338.03	12.56	11.97	6.71	8.56	5.19	0.64	0.48
-80.294385	43.6417	27811	337.96	12.59	12.19	6.86	8.74	5.25	0.65	0.41
-80.294348	43.641729	27812	337.88	12.81	12.33	7.09	9.07	5.35	0.65	0.33
-80.294307	43.641749	27813	337.88	13.14	12.65	7.35	9.5	5.43	0.65	0.33
-80.294264	43.641761	27814	337.94	13.38	13.06	7.56	9.83	5.46	0.64	0.39
-80.294223	43.641776	27815	337.98	13.42	13.3	7.69	9.93	5.54	0.64	0.43
-80.294182	43.641785	27816	338.03	13.5	13.45	7.78	10.02	5.6	0.63	0.48
-80.294139	43.641781	27817	338.18	13.83	13.91	7.89	10.27	5.57	0.62	0.63
-80.294096	43.641764	27818	338.39	14.25	14.5	8.05	10.63	5.45	0.61	0.84
-80.294057	43.641739	27819	338.61	14.73	15.03	8.3	11.06	5.28	0.62	1.06
-80.294021	43.641713	27820	338.91	15.18	15.4	8.55	11.43	5.1	0.63	1.36
-80.293985	43.641686	27821	339.1	15.36	15.55	8.68	11.58	4.91	0.64	1.55
-80.293947	43.64166	27822	339.44	15.21	15.34	8.63	11.44	4.78	0.65	1.89
-80.293902	43.641637	27823	339.73	14.75	14.68	8.39	11.01	4.75	0.65	2.18
-80.294025	43.641666	27979	339.19	14.64	14.26	8.6	11.14	4.68	0.64	1.64
-80.294082	43.641705	27980	338.78	14.44	14.25	8.36	10.88	4.97	0.62	1.23
-80.294132	43.641739	27981	338.42	14.01	14.03	8.01	10.41	5.24	0.62	0.87
-80.294172	43.641772	27982	338.11	13.62	13.59	7.81	10.09	5.5	0.63	0.56
-80.294195	43.641805	27983	337.91	13.56	13.32	7.83	10.05	5.93	0.62	0.36
-80.294209	43.641836	27984	337.83	13.69	13.14	7.93	10.15	6.45	0.61	0.28
-80.294235	43.641863	27985	337.7	13.65	12.9	7.91	10.11	6.71	0.62	0.15
-80.294274	43.641875	27986	337.61	13.53	12.76	7.85	10.04	6.77	0.63	0.06
-80.294315	43.641869	27987	337.57	13.5	12.82	7.83	10.07	6.78	0.63	0.02
-80.294344	43.641847	27988	337.57	13.58	12.98	7.8	10.06	6.7	0.63	0.02
-80.294353	43.641816	27989	337.59	13.51	12.83	7.6	9.87	6.01	0.63	0.04
-80.294338	43.641786	27990	337.69	13.29	12.76	7.41	9.68	5.69	0.64	0.14
-80.294306	43.641764	27991	337.79	13.22	12.74	7.41	9.61	5.52	0.64	0.24
-80.294262	43.641752	27992	337.98	13.41	13.1	7.56	9.83	5.4	0.65	0.43
-80.294214	43.641748	27993	338.13	13.66	13.6	7.73	10.07	5.32	0.65	0.58
-80.294164	43.641746	27994	338.32	13.83	13.84	7.88	10.23	5.29	0.63	0.77
-80.294114	43.641738	27995	338.46	14.14	14.17	8.08	10.53	5.24	0.62	0.91
-80.294065	43.64172	27996	338.69	14.66	14.68	8.36	11.02	5.12	0.62	1.14
-80.29402	43.641695	27997	338.93	15.1	15.11	8.61	11.4	4.95	0.63	1.38
-80.293977	43.641666	27998	339.3	15.09	15.07	8.66	11.42	4.76	0.65	1.75
-80.293933	43.641636	27999	339.59	14.74	14.64	8.49	11.1	4.65	0.65	2.04
-80.294852	43.641423	26816	338.17	11.81	10.47	6.45	7.78	5.06	0.64	0.62
-80.294862	43.641447	26817	338.03	11.84	10.7	6.37	7.77	5.28	0.65	0.48
-80.29485	43.641471	26818	337.93	11.63	10.43	6.23	7.54	5.39	0.65	0.38
-80.294822	43.641486	26819	338	11.49	10.26	6.13	7.39	5.38	0.64	0.45
-80.294789	43.641489	26820	338.03	11.48	10.23	6.09	7.38	5.26	0.63	0.48
-80.294762	43.64148	26821	338.15	11.49	10.09	6.08	7.39	5.07	0.63	0.6
-80.294743	43.641463	26822	338.4	11.18	9.91	6.01	7.2	4.84	0.63	0.85
-80.294728	43.641446	26823	338.68	10.95	9.77	5.96	7.06	4.62	0.63	1.13
-80.294714	43.641429	26824	338.97	10.96	9.85	5.97	7.08	4.42	0.63	1.42
-80.294638	43.641433	26963	339.39	11.26	10.51	5.99	7.32	4.11	0.63	1.84
-80.294668	43.641452	26964	339.03	10.91	9.98	5.92	7.05	4.38	0.63	1.48
-80.294707	43.641463	26965	338.63	10.93	9.85	5.92	7.05	4.66	0.63	1.08
-80.294746	43.641474	26966	338.28	11.29	9.99	6.03	7.28	4.94	0.63	0.73
-80.29477	43.641496	26967	338.03	11.44	10.22	6.05	7.36	5.22	0.63	0.48
-80.29477	43.641524	26968	337.88	11.26	10.17	5.96	7.23	5.41	0.63	0.33
-80.294749	43.641544	26969	337.83	11.23	10.13	5.97	7.28	5.46	0.63	0.28
-80.294717	43.641552	26970	337.86	11.46	10.49	6.08	7.55	5.39	0.63	0.31
-80.294682	43.641547	26971	337.99	11.57	10.64	6.14	7.72	5.22	0.63	0.44
-80.29466	43.641531	26972	338.19	11.32	10.48	6.09	7.52	5	0.63	0.64
-80.294645	43.641509	26973	338.49	10.94	10.34	5.98	7.19	4.76	0.63	0.94
-80.29463	43.641488	26974	338.84	10.84	10.32	5.94	7.09	4.52	0.63	1.29
-80.294609	43.641469	26975	339.17	11.01	10.59	5.97	7.25	4.28	0.63	1.62
-80.294585	43.641451	26976	339.5	11.32	11.11	6.05	7.56	4.05	0.63	1.95
-80.294558	43.641431	26977	339.83	11.66	11.59	6.14	7.88	3.83	0.63	2.28
-80.29446	43.641427	27108	340.32	11.76	11.54	6.23	7.9	3.61	0.64	2.77
-80.294495	43.641453	27109	339.89	11.73	11.65	6.23	8.03	3.76	0.64	2.34
-80.294527	43.641478	27110	339.5	11.52	11.3	6.18	7.81	4.03	0.63	1.95
-80.294561	43.641497	27111	339.11	11.15	10.69	6.08	7.41	4.31	0.63	1.56
-80.294601	43.641504	27112	338.81	10.91	10.4	6	7.19	4.52	0.63	1.26
-80.294641	43.641508	27113	338.53	10.91	10.34	5.97	7.18	4.73	0.63	0.98
-80.294672	43.641526	27114	338.18	11.32	10.47	6.07	7.5	5.02	0.63	0.63
-80.294684	43.641551	27115	337.99	11.58	10.67	6.14	7.72	5.26	0.63	0.44
-80.294675	43.641575	27116	337.89	11.75	10.96	6.2	7.84	5.38	0.63	0.34
-80.29465	43.64159	27117	337.88	11.58	10.79	6.18	7.73	5.38	0.63	0.33
-80.29462	43.641593	27118	337.93	11.49	10.68	6.18	7.69	5.29	0.63	0.38
-80.294592	43.641584	27119	338.07	11.35	10.45	6.18	7.61	5.12	0.63	0.52
-80.294575	43.641566	27120	338.3	11.25	10.29	6.17	7.49	4.92	0.63	0.75
-80.294565	43.641544	27121	338.57	11.13	10.19	6.13	7.31	4.7	0.63	1.02
-80.294552	43.64152	27122	338.89	11.14	10.39	6.11	7.32	4.45	0.63	1.34
-80.294531	43.6415	27123	339.23	11.43	10.92	6.17	7.63	4.21	0.63	1.68
-80.294505	43.641481	27124	339.55	11.7	11.44	6.25	7.95	3.97	0.64	2
-80.294472	43.641466	27125	339.85	11.86	11.67	6.29	8.08	3.76	0.64	2.3
-80.294439	43.641454	27126	340.13	11.92	11.66	6.31	8.06	3.62	0.64	2.58
-80.294406	43.641442	27127	340.37	11.93	11.54	6.34	7.98	3.54	0.64	2.82
-80.294375	43.641423	27128	340.66	11.87	11.29	6.37	7.86	3.53	0.65	3.11
-80.294304	43.641443	27254	340.59	12.13	11.62	6.54	8.13	3.47	0.65	3.04
-80.294346	43.641475	27255	340.15	12.32	11.9	6.52	8.29	3.53	0.65	2.6
-80.294385	43.641504	27256	339.74	12.37	12.08	6.53	8.41	3.76	0.65	2.19
-80.29442	43.641529	27257	339.33	12.2	11.95	6.52	8.35	4.06	0.65	1.78
-80.294452	43.641553	27258	338.94	11.94	11.44	6.48	8.11	4.36	0.64	1.39
-80.294484	43.641576	27259	338.56	11.72	10.96	6.43	7.87	4.67	0.64	1.01
-80.294518	43.641592	27260	338.29	11.69	10.83	6.37	7.8	4.91	0.64	0.74
-80.294555	43.641597	27261	338.11	11.55	10.72	6.27	7.72	5.08	0.64	0.56
-80.294587	43.64161	27262	337.9	11.52	10.8	6.2	7.73	5.28	0.63	0.35
-80.294473	43.641623	27269	338.2	12.22	11.5	6.59	8.25	5.02	0.63	0.65
-80.294451	43.641604	27270	338.37	12.07	11.4	6.61	8.19	4.81	0.64	0.82
-80.294427	43.641587	27271	338.66	12.15	11.63	6.65	8.31	4.59	0.65	1.11
-80.294401	43.641567	27272	338.95	12.34	12.02	6.69	8.49	4.35	0.65	1.4
-80.294372	43.641547	27273	339.28	12.59	12.41	6.72	8.64	4.1	0.66	1.73
-80.294342	43.641526	27274	339.61	12.69	12.47	6.73	8.66	3.87	0.66	2.06
-80.294312	43.641504	27275	339.92	12.61	12.42	6.72	8.61	3.67	0.66	2.37
-80.294281	43.64148	27276	340.24	12.46	12.24	6.7	8.5	3.53	0.66	2.69
-80.294249	43.641456	27277	340.53	12.25	12.02	6.68	8.39	3.5	0.66	2.98
-80.294217	43.64143	27278	340.84	12.02	11.74	6.66	8.25	3.49	0.66	3.29
-80.294136	43.641436	27398	340.94	12.26	12.03	6.85	8.55	3.56	0.66	3.39
-80.294187	43.641473	27399	340.49	12.56	12.44	6.94	8.77	3.55	0.66	2.94
-80.294238	43.64151	27400	340.04	12.79	12.68	7	8.92	3.66	0.66	2.49
-80.294287	43.641545	27401	339.56	12.96	12.75	7.01	9	3.95	0.66	2.01
-80.294332	43.641578	27402	339.08	12.91	12.64	6.99	8.99	4.29	0.66	1.53
-80.294373	43.641608	27403	338.64	12.68	12.22	6.9	8.77	4.63	0.66	1.09
-80.294319	43.641629	27415	338.69	12.9	12.64	7.15	9.15	4.62	0.67	1.14
-80.294284	43.641606	27416	339.06	13.01	12.74	7.26	9.3	4.37	0.66	1.51
-80.294247	43.641582	27417	339.41	13.11	12.76	7.32	9.34	4.12	0.66	1.86
-80.294209	43.641556	27418	339.76	13.11	12.73	7.34	9.34	3.88	0.66	2.21
-80.294171	43.641528	27419	340.07	13.05	12.6	7.32	9.3	3.67	0.66	2.52
-80.294131	43.6415	27420	340.41	12.9	12.53	7.25	9.22	3.58	0.66	2.86
-80.294091	43.64147	27421	340.73	12.63	12.41	7.14	9.03	3.6	0.66	3.18
-80.294051	43.641439	27422	341.04	12.49	12.21	7.05	8.83	3.64	0.67	3.49
-80.293957	43.641436	27532	341.16	12.55	12.19	7.17	8.91	3.68	0.68	3.61
-80.29401	43.641474	27533	340.81	12.76	12.44	7.22	9.12	3.63	0.67	3.26
-80.294065	43.641512	27534	340.42	12.99	12.51	7.39	9.39	3.6	0.66	2.87
-80.29412	43.64155	27535	339.99	13.26	12.52	7.56	9.6	3.72	0.65	2.44
-80.294174	43.641588	27536	339.56	13.36	12.78	7.63	9.72	4.03	0.66	2.01
-80.294222	43.641623	27537	339.11	13.37	13.06	7.59	9.74	4.35	0.67	1.56
-80.294121	43.641621	27555	339.36	13.8	13.12	8.05	10.25	4.27	0.64	1.81
-80.294085	43.641594	27556	339.65	13.57	12.76	7.97	10.03	4.04	0.64	2.1
-80.294047	43.641568	27557	339.94	13.45	12.63	7.85	9.86	3.86	0.65	2.39
-80.294009	43.641541	27558	340.23	13.31	12.67	7.68	9.7	3.78	0.66	2.68
-80.29397	43.641513	27559	340.48	13.13	12.72	7.5	9.49	3.77	0.67	2.93
-80.29393	43.641485	27560	340.72	12.88	12.66	7.36	9.26	3.79	0.67	3.17
-80.29389	43.641456	27561	340.98	12.69	12.52	7.32	9.11	3.82	0.67	3.43
-80.29385	43.641425	27562	341.23	12.66	12.42	7.38	9.08	3.84	0.68	3.68
-80.293768	43.641418	27666	341.27	12.8	12.28	7.51	9.17	4.05	0.67	3.72
-80.293824	43.641458	27667	340.95	12.83	12.5	7.42	9.21	4.02	0.67	3.4
-80.293881	43.641497	27668	340.64	12.98	12.74	7.47	9.37	4	0.67	3.09
-80.293936	43.641535	27669	340.33	13.37	12.87	7.69	9.74	3.97	0.66	2.78
-80.29399	43.641572	27670	339.98	13.62	12.85	8	10.1	4	0.65	2.43
-80.294041	43.641607	27671	339.64	13.76	12.98	8.22	10.34	4.16	0.64	2.09
-80.294589	43.641615	27695	337.89	11.54	10.86	6.2	7.73	5.32	0.63	0.34
-80.294631	43.64158	27696	337.96	11.53	10.64	6.18	7.71	5.24	0.63	0.41
-80.294675	43.641546	27697	338.01	11.58	10.66	6.15	7.74	5.19	0.63	0.46
-80.294719	43.641512	27698	338.1	11.35	10.48	6	7.41	5.12	0.62	0.55
-80.294766	43.641477	27699	338.16	11.47	10.1	6.09	7.39	5.07	0.63	0.61
-80.294814	43.641443	27700	338.23	11.62	10.31	6.29	7.56	5.04	0.64	0.68
-80.294751	43.641429	27803	338.71	10.97	9.86	6.02	7.06	4.61	0.64	1.16
-80.294705	43.64146	27804	338.68	10.92	9.84	5.92	7.04	4.62	0.63	1.13
-80.294658	43.641493	27805	338.61	10.89	10.23	5.94	7.1	4.68	0.63	1.06
-80.29461	43.641527	27806	338.53	11.05	10.33	6.06	7.31	4.75	0.63	0.98
-80.294562	43.641562	27807	338.4	11.25	10.29	6.18	7.46	4.83	0.63	0.85
-80.294514	43.641597	27808	338.28	11.76	10.9	6.4	7.85	4.94	0.64	0.73
-80.294468	43.641632	27809	338.13	12.37	11.67	6.63	8.36	5.08	0.63	0.58
-80.293858	43.641611	27824	339.98	14.16	13.96	8.07	10.5	4.73	0.66	2.43
-80.293815	43.641581	27825	340.25	13.69	13.53	7.77	10.07	4.7	0.66	2.7
-80.293771	43.641551	27826	340.46	13.46	13.32	7.56	9.77	4.68	0.66	2.91
-80.293725	43.64152	27827	340.74	13.34	13.23	7.43	9.55	4.67	0.65	3.19
-80.293676	43.641488	27828	341	13.22	12.9	7.36	9.35	4.69	0.65	3.45
-80.293629	43.641455	27829	341.23	12.89	12.42	7.34	9.13	4.72	0.65	3.68
-80.293582	43.641422	27830	341.48	12.56	12.02	7.31	8.92	4.8	0.65	3.93
-80.293724	43.641451	27974	341.07	12.93	12.35	7.45	9.27	4.38	0.66	3.52
-80.293783	43.641494	27975	340.7	13.09	12.63	7.46	9.45	4.36	0.66	3.15
-80.293844	43.641537	27976	340.38	13.36	12.82	7.65	9.78	4.36	0.66	2.83
-80.293904	43.641581	27977	340.01	13.9	13.28	8.05	10.35	4.38	0.65	2.46
-80.293965	43.641624	27978	339.63	14.4	14.04	8.47	10.93	4.46	0.65	2.08
-80.293886	43.641604	28000	339.89	14.17	13.79	8.16	10.57	4.6	0.65	2.34
-80.293839	43.64157	28001	340.18	13.64	13.24	7.8	10.07	4.57	0.66	2.63
-80.293792	43.641535	28002	340.45	13.36	13.02	7.56	9.72	4.55	0.66	2.9
-80.293743	43.6415	28003	340.73	13.18	12.93	7.44	9.49	4.55	0.66	3.18
-80.293693	43.641465	28004	341.01	13.06	12.59	7.41	9.3	4.58	0.65	3.46
-80.293643	43.64143	28005	341.28	12.76	12.18	7.43	9.12	4.64	0.65	3.73
-80.294947	43.6414	26664	338	11.45	10.17	6.35	7.47	5.32	0.64	0.45
-80.294926	43.641413	26665	338	11.67	10.46	6.4	7.67	5.31	0.65	0.45
-80.294899	43.641417	26666	338.03	11.87	10.7	6.47	7.83	5.22	0.65	0.48
-80.294874	43.641411	26667	338.17	11.84	10.54	6.5	7.81	5.06	0.64	0.62
-80.294857	43.641399	26668	338.34	11.69	10.2	6.5	7.7	4.87	0.64	0.79
-80.294783	43.641402	26814	338.81	11.06	9.84	6.17	7.15	4.54	0.64	1.26
-80.294823	43.641408	26815	338.45	11.46	10.04	6.36	7.49	4.79	0.64	0.9
-80.294695	43.641413	26825	339.28	11.16	10.1	6.02	7.26	4.21	0.64	1.73
-80.294674	43.641397	26826	339.59	11.56	10.82	6.08	7.57	4.01	0.64	2.04
-80.294609	43.64141	26962	339.8	11.77	11.31	6.09	7.7	3.85	0.63	2.25
-80.294531	43.641411	26978	340.15	11.8	11.63	6.19	7.94	3.67	0.64	2.6
-80.294503	43.641391	26979	340.49	11.79	11.45	6.2	7.83	3.62	0.64	2.94
-80.294425	43.6414	27107	340.71	11.69	11.24	6.25	7.68	3.62	0.64	3.16
-80.294345	43.641401	27129	340.95	11.84	11.06	6.44	7.85	3.57	0.65	3.4
-80.29426	43.641409	27253	341.01	11.88	11.32	6.59	8.05	3.49	0.66	3.46
-80.294184	43.641404	27279	341.16	11.85	11.39	6.64	8.13	3.5	0.66	3.61
-80.294086	43.641399	27397	341.34	12.06	11.67	6.82	8.41	3.6	0.66	3.79
-80.294008	43.641408	27423	341.32	12.42	11.93	7.04	8.7	3.67	0.68	3.77
-80.293906	43.641399	27531	341.45	12.47	12.07	7.28	8.9	3.74	0.68	3.9
-80.293809	43.641394	27563	341.44	12.75	12.33	7.53	9.16	3.88	0.68	3.89
-80.294861	43.641409	27701	338.25	11.77	10.38	6.49	7.76	4.98	0.64	0.7
-80.294797	43.641397	27802	338.76	11.13	9.79	6.25	7.21	4.56	0.64	1.21
-80.293537	43.641386	27831	341.74	12.41	11.76	7.26	8.79	5.01	0.65	4.19
-80.293665	43.641409	27973	341.39	12.72	12.03	7.54	9.17	4.46	0.66	3.84
-80.293591	43.641395	28006	341.53	12.53	11.9	7.41	8.94	4.78	0.65	3.98
-80.295302	43.641147	26059	337.9	11.13	10.21	5.93	7.14	5.45	0.63	0.35
-80.295279	43.641168	26060	337.88	11.07	10	5.98	7.18	5.52	0.64	0.33
-80.295244	43.641179	26061	337.95	10.88	9.61	5.97	7.06	5.49	0.64	0.4
-80.295208	43.641176	26062	338.11	10.66	9.43	5.93	6.87	5.34	0.64	0.56
-80.29518	43.641161	26063	338.33	10.73	9.81	5.91	6.92	5.09	0.64	0.78
-80.295197	43.641149	26203	338.37	10.71	9.85	5.87	6.9	5.05	0.64	0.82
-80.295215	43.641168	26204	338.13	10.7	9.55	5.91	6.9	5.29	0.64	0.58
-80.295218	43.64119	26205	338.05	10.82	9.36	5.99	7	5.48	0.64	0.5
-80.295207	43.641211	26206	338	10.87	9.25	6.07	7.06	5.59	0.64	0.45
-80.295187	43.641226	26207	337.99	10.75	9.24	6.1	7.02	5.61	0.64	0.44
-80.295162	43.641233	26208	338.03	10.73	9.31	6.1	7.02	5.54	0.64	0.48
-80.295135	43.641233	26209	338.14	10.75	9.43	6.09	7.03	5.41	0.64	0.59
-80.295109	43.641225	26210	338.28	11.12	9.96	6.18	7.32	5.22	0.64	0.73
-80.29509	43.64121	26211	338.49	11.75	10.72	6.35	7.84	5.01	0.64	0.94
-80.295081	43.64119	26212	338.74	12.36	11.63	6.48	8.34	4.82	0.64	1.19
-80.295074	43.64117	26213	338.98	12.84	12.44	6.58	8.71	4.64	0.64	1.43
-80.295062	43.641151	26214	339.25	13.11	12.97	6.63	8.91	4.42	0.64	1.7
-80.294956	43.641147	26352	340.14	13.64	13.23	7.19	9.54	3.87	0.63	2.59
-80.294991	43.641171	26353	339.65	13.54	13.09	7.02	9.37	4.1	0.64	2.1
-80.295022	43.641192	26354	339.17	12.99	12.41	6.79	8.89	4.43	0.64	1.62
-80.295054	43.641209	26355	338.78	12.26	11.31	6.53	8.28	4.76	0.64	1.23
-80.295088	43.641214	26356	338.46	11.66	10.61	6.33	7.77	5.02	0.64	0.91
-80.295119	43.641222	26357	338.24	11.06	9.88	6.16	7.27	5.26	0.64	0.69
-80.295138	43.64124	26358	338.09	10.7	9.32	6.09	6.99	5.47	0.64	0.54
-80.295141	43.641263	26359	337.99	10.86	9.22	6.17	7.12	5.58	0.64	0.44
-80.295127	43.641283	26360	337.94	11.03	9.3	6.29	7.31	5.59	0.64	0.39
-80.295102	43.641296	26361	337.95	11.24	9.49	6.4	7.52	5.52	0.64	0.4
-80.295073	43.641297	26362	338.06	11.36	9.57	6.46	7.6	5.38	0.64	0.51
-80.295049	43.64129	26363	338.2	11.29	9.57	6.44	7.51	5.2	0.64	0.65
-80.295031	43.641274	26364	338.38	11.09	9.51	6.39	7.34	5	0.64	0.83
-80.29502	43.641254	26365	338.66	11.18	9.77	6.41	7.45	4.8	0.64	1.11
-80.295008	43.641234	26366	338.93	11.58	10.39	6.51	7.8	4.59	0.64	1.38
-80.294992	43.641214	26367	339.21	12.45	11.65	6.73	8.49	4.36	0.64	1.66
-80.294974	43.641196	26368	339.55	13.05	12.44	6.92	8.98	4.14	0.64	2
-80.294949	43.641182	26369	339.9	13.29	12.68	7.07	9.25	3.94	0.63	2.35
-80.29492	43.641168	26370	340.25	13.35	12.76	7.19	9.37	3.81	0.63	2.7
-80.294891	43.64115	26371	340.59	13.31	12.84	7.3	9.4	3.79	0.63	3.04
-80.294778	43.641153	26504	341.26	13.47	12.55	7.67	9.47	3.76	0.62	3.71
-80.294816	43.641182	26505	340.79	13.31	12.54	7.42	9.3	3.66	0.62	3.24
-80.294854	43.64121	26506	340.35	13.07	12.34	7.16	9.07	3.69	0.63	2.8
-80.294893	43.641237	26507	339.8	12.39	11.48	6.87	8.48	3.91	0.64	2.25
-80.294931	43.641263	26508	339.28	11.33	10.22	6.56	7.56	4.28	0.64	1.73
-80.294971	43.641278	26509	338.81	11.09	9.72	6.47	7.32	4.63	0.64	1.26
-80.29501	43.641286	26510	338.44	11.16	9.54	6.45	7.37	4.94	0.64	0.89
-80.295038	43.641302	26511	338.17	11.37	9.58	6.5	7.55	5.21	0.64	0.62
-80.295048	43.641325	26512	338.05	11.47	9.6	6.54	7.62	5.39	0.64	0.5
-80.295038	43.641347	26513	338.01	11.24	9.51	6.44	7.42	5.45	0.65	0.46
-80.295014	43.641362	26514	337.97	11.08	9.46	6.36	7.26	5.42	0.65	0.42
-80.294983	43.641365	26515	338.04	11.11	9.54	6.36	7.25	5.29	0.64	0.49
-80.294958	43.641358	26516	338.18	11.11	9.52	6.43	7.28	5.11	0.64	0.63
-80.29494	43.641343	26517	338.38	10.96	9.35	6.46	7.22	4.9	0.65	0.83
-80.294927	43.641325	26518	338.64	10.76	9.17	6.47	7.12	4.69	0.65	1.09
-80.294911	43.641307	26519	338.94	10.86	9.41	6.49	7.18	4.46	0.65	1.39
-80.29489	43.64129	26520	339.28	11.18	9.85	6.57	7.47	4.21	0.65	1.73
-80.294867	43.641273	26521	339.66	11.87	10.75	6.74	8.05	3.98	0.64	2.11
-80.294844	43.641254	26522	340	12.54	11.64	6.93	8.63	3.79	0.64	2.45
-80.294818	43.641233	26523	340.35	12.97	12.3	7.12	9.02	3.65	0.63	2.8
-80.29479	43.641212	26524	340.69	13.2	12.5	7.3	9.21	3.64	0.62	3.14
